Gene ID,Locus Tag,Gene Name,Protein Code,Protein Product
gene2585,NVIE_024540,NVIE_024540,A0A060HMK2,"putative Glycosyl transferase, group 1"
gene2586,NVIE_024550,NVIE_024550,A0A060HJH8,conserved protein of unknown function
gene2587,NVIE_024570,NVIE_024570,A0A060HNI2,Six-hairpin glycosidase-like protein
gene2588,NVIE_024580,NVIE_024580,A0A060HTB9,protein of unknown function
gene2589,NVIE_024590,NVIE_024590,A0A060HUE2,putative flavoprotein
gene2590,NVIE_024600,NVIE_024600,A0A060HMK6,protein of unknown function
gene2591,NVIE_024610,NVIE_024610,A0A060HJI5,protein of unknown function
gene2592,NVIE_024620,NVIE_024620,A0A060HNI9,protein of unknown function
gene2593,NVIE_2519,NVIE_2519,A0A060HTC6,protein of unknown function
gene2594,NVIE_024630,NVIE_024630,A0A060HUE7,conserved protein of unknown function
gene2595,NVIE_024640,NVIE_024640,A0A060HML0,protein of unknown function
gene2596,NVIE_024650,NVIE_024650,A0A060HJJ1,acetyl-CoA synthetase (ADP-forming)
gene2597,NVIE_024660,NVIE_024660,A0A060HNJ5,putative glyoxalase/bleomycin resistance domain protein
gene2598,NVIE_024670,NVIE_024670,A0A060HTD4,hypothetical protein
gene2599,NVIE_024680,NVIE_024680,A0A060HUF2,"ABC efflux transporter, permease protein"
gene2600,NVIE_024690,NVIE_024690,A0A060HML5,"ABC efflux transporter, ATP-binding protein"
gene2601,NVIE_024700,NVIE_024700,A0A060HJJ6,RPA-like protein
gene2602,NVIE_024710,NVIE_024710,A0A060HNK1,hypothetical protein with glutamate-cysteine ligase family signature
gene2603,NVIE_024720,NVIE_024720,A0A060HTE1,protein of unknown function
gene2604,NVIE_024730,NVIE_024730,A0A060HUF7,protein of unknown function
gene2605,NVIE_024740,NVIE_024740,A0A060HML9,putative CBS domain-containing signal transduction
gene2606,NVIE_024750,NVIE_024750,A0A060HJK4,ATP-dependent helicase
gene2607,NVIE_2533,NVIE_2533,A0A060HNK7,protein of unknown function
gene2608,NVIE_024760,NVIE_024760,A0A060HTE5,exported protein of unknown function
gene2609,NVIE_024770,NVIE_024770,A0A060HUG1,hypothetical protein
gene2610,NVIE_024780,NVIE_024780,A0A060HMM4,membrane protein of unknown function
gene2611,NVIE_024790,NVIE_024790,A0A060HJL1,protein of unknown function
gene2612,NVIE_024800,NVIE_024800,A0A060HNL3,conserved membrane protein of unknown function
gene2613,NVIE_024810,NVIE_024810,A0A060HTF3,protein of unknown function
gene2614,NVIE_024820,NVIE_024820,A0A060HUG8,protein of unknown function
gene2615,NVIE_024830,NVIE_024830,A0A060HMM7,putative integrase family protein
gene2616,NVIE_024840,NVIE_024840,A0A060HJL9,protein of unknown function
gene2617,NVIE_024850,NVIE_024850,A0A060HNM0,protein of unknown function
gene2618,NVIE_024860,NVIE_024860,A0A060HTF8,conserved protein of unknown function
gene2619,NVIE_2542,NVIE_2542,A0A060HUH3,protein of unknown function
gene2620,NVIE_024870,NVIE_024870,A0A060HMN3,protein of unknown function
gene2621,NVIE_2544,NVIE_2544,A0A060HJM4,protein of unknown function
gene2622,NVIE_024880,NVIE_024880,A0A060HNM5,exported protein of unknown function
gene2623,NVIE_024890,NVIE_024890,A0A060HTG3,exported protein of unknown function
gene2624,NVIE_024900,NVIE_024900,A0A060HUH8,protein of unknown function
gene2625,NVIE_024910,NVIE_024910,A0A060HMN7,protein of unknown function
gene2626,NVIE_024920,NVIE_024920,A0A060HJN1,protein of unknown function
gene2627,NVIE_024930,NVIE_024930,A0A060HNN1,protein of unknown function
gene2628,NVIE_024940,NVIE_024940,A0A060HTG8,protein of unknown function
gene2629,NVIE_024950,NVIE_024950,A0A060HUI4,putative integrase family protein
gene2630,NVIE_024960,NVIE_024960,A0A060HMP1,protein of unknown function
gene2631,NVIE_024970,NVIE_024970,A0A060HJN7,membrane protein of unknown function
gene2632,NVIE_024980,NVIE_024980,A0A060HNN6,Glyoxalase/bleomycin resistance protein/dioxygenase (modular protein)
gene2633,NVIE_024990,NVIE_024990,A0A060HTH6,protein of unknown function
gene2634,NVIE_025000,NVIE_025000,A0A060HUJ0,protein of unknown function
gene2635,NVIE_025010,NVIE_025010,A0A060HMP6,protein of unknown function
gene2636,NVIE_2557,NVIE_2557,A0A060HJP1,protein of unknown function
gene2637,NVIE_025020,NVIE_025020,A0A060HNP4,protein of unknown function
gene2638,NVIE_025030,NVIE_025030,A0A060HTI0,protein of unknown function
gene2639,NVIE_025040,NVIE_025040,A0A060HUJ6,protein of unknown function
gene2640,NVIE_2558,NVIE_2558,A0A060HMQ0,fragment/protein of unknown function
gene2641,NVIE_025050,NVIE_025050,A0A060HJP7,protein of unknown function
gene2642,NVIE_2560,NVIE_2560,A0A060HNQ0,protein of unknown function
gene2643,NVIE_025070,NVIE_025070,A0A060HTI6,protein of unknown function
gene2644,NVIE_t0300,NVIE_t0300,#N/A,tRNA-Pro
gene2645,NVIE_025080,NVIE_025080,A0A060HUK5,"ABC efflux transporter, permease protein, Drug Exporter-1 (DrugE1) Family"
gene2646,NVIE_025090,NVIE_025090,A0A060HMQ6,"ABC efflux transporter, ATP-binding protein, Drug Exporter-1 (DrugE1) Family"
gene2647,NVIE_025100,NVIE_025100,A0A060HJQ3,conserved protein of unknown function
gene2648,NVIE_025110,NVIE_025110,A0A060HNQ6,"protein of unknown function, DUF54"
gene2649,NVIE_025120,NVIE_025120,A0A060HTJ2,"putative dephospho-CoA kinase, CoaE"
gene2650,NVIE_025130,NVIE_025130,A0A060HUL3,putative rhodanese sulfurtransferase
gene2651,NVIE_025140,sir,A0A060HMR1,putative ferredoxin-dependent sulfite reductase
gene2652,NVIE_025150,NVIE_025150,A0A060HJQ9,putative glyoxalase/bleomycin resistance protein/dioxygenase
gene2653,NVIE_025160,rpl2p,A0A060HNR3,50S ribosomal protein L2p
gene2654,NVIE_025170,NVIE_025170,A0A060HTJ9,hypothetical protein
gene2655,NVIE_025180,NVIE_025180,A0A060HUM1,putative DNA-3-methyladenine glycosylase II
gene2656,NVIE_025190,NVIE_025190,A0A060HMR8,conserved protein of unknown function
gene2657,NVIE_025200,NVIE_025200,A0A060HJR4,putative Ser/Thr protein kinase
gene2658,NVIE_025210,cca,A0A060HNR9,CCA-adding enzyme
gene2659,NVIE_2576,NVIE_2576,A0A060HTK6,putative 2'-5' RNA ligase
gene2660,NVIE_025220,NVIE_025220,A0A060HUM8,hypothetical protein
gene2661,NVIE_025230,dys1,A0A060HMS3,deoxyhypusine synthase
gene2662,NVIE_025240,dys2,A0A060HJS1,deoxyhypusine synthase
gene2663,NVIE_025250,NVIE_025250,A0A060HNS6,conserved protein of unknown function
gene2664,NVIE_025260,NVIE_025260,A0A060HTL3,putative Inositol-1-monophosphatase
gene2665,NVIE_025270,NVIE_025270,A0A060HUN4,oligosaccharyl transferase STT3
gene2666,NVIE_025280,NVIE_025280,A0A060HMS9,Zn-dependent hydrolase of the beta-lactamase fold
gene2667,NVIE_025290,NVIE_025290,A0A060HJS8,conserved protein of unknown function
gene2668,NVIE_025300,eif2g,A0A060HNT1,"translation initiation factor 2, subunit gamma"
gene2669,NVIE_025310,rps6e,A0A060HTL8,30S ribosomal protein S6e
gene2670,NVIE_025320,NVIE_025320,A0A060HUP2,protein of unknown function
gene2671,NVIE_025330,NVIE_025330,A0A060HMT4,protein of unknown function
gene2672,NVIE_025340,NVIE_025340,A0A060HJT4,protein of unknown function
gene2673,NVIE_025350,NVIE_025350,A0A060HNT9,protein of unknown function
gene2674,NVIE_025360,NVIE_025360,A0A060HTM6,protein of unknown function
gene2675,NVIE_025370,NVIE_025370,A0A060HUP8,putative zinc-domain protein
gene2676,NVIE_025380,NVIE_025380,A0A060HMU0,conserved protein of unknown function
gene2677,NVIE_025390,NVIE_025390,A0A060HJU1,protein of unknown function
gene2678,NVIE_025400,dusP,A0A060HNU4,dual specificity protein phosphatase
gene2679,NVIE_025410,NVIE_025410,A0A060HTN4,conserved protein of unknown function
gene2680,NVIE_025420,NVIE_025420,A0A060HUQ4,"putative Naphthalene 1,2-dioxygenase system ferredoxin subunit"
gene2681,NVIE_025430,NVIE_025430,A0A060HMU5,protein of unknown function
gene2682,NVIE_025440,NVIE_025440,A0A060HJU8,hypothetical protein
gene2683,NVIE_025450,ileS,A0A060HNV1,isoleucine--tRNA ligase
gene2684,NVIE_025460,NVIE_025460,A0A060HTP0,protein of unknown function
gene2685,NVIE_025470,NVIE_025470,A0A060HUR2,protein of unknown function
gene2686,NVIE_025480,NVIE_025480,A0A060HMV1,conserved exported protein of unknown function
gene2687,NVIE_025490,NVIE_025490,A0A060HJV4,"transcriptional regulator, TrmB"
gene2688,NVIE_025500,NVIE_025500,A0A060HNV8,SNF7-domain-containing protein
gene2689,NVIE_025510,NVIE_025510,A0A060HTP5,hypothetical protein
gene2690,NVIE_025520,cdvC,A0A060HUR8,AAA-type ATPase domain-containing putative archaeal cell division protein Vps4 (cdvC)
gene2691,NVIE_025530,NVIE_025530,A0A060HMV5,exported or cell surface associated protein of unknown function containing glycoside hydrolase/deacetylase and HYR-domains
gene2692,NVIE_025540,ppa,A0A060HJW0,inorganic pyrophosphatase
gene2693,NVIE_025550,NVIE_025550,A0A060HNW4,protein of unknown function
gene2694,NVIE_025560,NVIE_025560,A0A060HTQ2,phosphoglycolate phosphatase
gene2695,NVIE_025570,argS,A0A060HUS6,arginine--tRNA ligase
gene2696,NVIE_025580,NVIE_025580,A0A060HMW0,conserved protein of unknown function
gene2697,NVIE_025590,NVIE_025590,A0A060HJW7,exported protein of unknown function
gene2698,NVIE_025600,NVIE_025600,A0A060HNW9,putative tRNA methyltransferase complex GCD14 subunit
gene2699,NVIE_025610,NVIE_025610,A0A060HTQ7,hypothetical protein
gene2700,NVIE_025620,NVIE_025620,A0A060HUT3,protein of unknown function
gene2701,NVIE_025630,NVIE_025630,A0A060HMW5,exported protein of unknown function with cupredoxin domain
gene2702,NVIE_025640,NVIE_025640,A0A060HJX3,protein of unknown function
gene2703,NVIE_t0310,NVIE_t0310,#N/A,tRNA-Phe
gene2704,NVIE_025650,NVIE_025650,A0A060HNX6,putative integrase family protein
gene2705,NVIE_2621,NVIE_2621,A0A060HTR5,protein of unknown function
gene2706,NVIE_025660,NVIE_025660,#N/A,putative transposase
gene2707,NVIE_025680,NVIE_025680,A0A060HMX0,protein of unknown function
gene2708,NVIE_025690,NVIE_025690,A0A060HJX9,exported protein of unknown function
gene2709,NVIE_025700,NVIE_025700,A0A060HNY3,hypothetical protein
gene2710,NVIE_025710,NVIE_025710,A0A060HTS1,protein of unknown function
gene2711,NVIE_025720,NVIE_025720,A0A060HUU7,putative AAA+ family ATPase
gene2712,NVIE_025730,cas6-1,A0A060HMX5,putative CRISPR-associated endoribonuclease Cas6
gene2713,NVIE_025740,cas3-2,A0A060HJY4,putative CRISPR-associated helicase and HD nuclease Cas3
gene2714,NVIE_025750,cas5-2,A0A060HNY8,putative CRISPR-associated protein Cas5
gene2715,NVIE_025760,cas7-2,A0A060HTS9,putative CRISPR-associated protein Cas7
gene2716,NVIE_025770,cas8a1,A0A060HUV4,putative CRISPR-associated protein Cas8a1
gene2717,NVIE_025780,cas6-2,A0A060HMX8,CRISPR-associated endoribonuclease Cas6
gene2718,NVIE_025790,cas4-2,A0A060HJZ2,"CRISPR-associated exonuclease, Cas4 family"
gene2719,NVIE_025800,cas1-2,A0A060HNZ3,"CRISPR-associated protein, Cas1 family"
gene2720,NVIE_025810,cas2-2,A0A060HTT4,CRISPR-associated protein Cas2
gene2721,NVIE_025820,NVIE_025820,A0A060HUW1,NTP pyrophosphohydrolase (modular protein)
gene2722,NVIE_2639,NVIE_2639,A0A060HMY3,conserved protein of unknown function
gene2723,NVIE_025830,NVIE_025830,A0A060HJZ7,protein of unknown function
gene2724,NVIE_025840,NVIE_025840,A0A060HNZ7,UspA domain protein
gene2725,NVIE_025850,NVIE_025850,A0A060HTU2,protein of unknown function
gene2726,NVIE_025860,NVIE_025860,A0A060HUW7,protein of unknown function
gene2727,NVIE_025870,NVIE_025870,A0A060HMY6,exported protein of unknown function
gene2728,NVIE_025880,NVIE_025880,A0A060HK02,putative 5 10-methylenetetrahydrofolate reductase-like protein
gene2729,NVIE_025890,NVIE_025890,A0A060HP04,protein of unknown function
gene2730,NVIE_025900,NVIE_025900,A0A060HTU7,"ABC uptake transporter, ATP-binding protein"
gene2731,NVIE_025910,NVIE_025910,A0A060HUX3,exported protein of unknown function
gene2732,NVIE_025920,metH,A0A060HMZ0,putative methionine synthase
gene2733,NVIE_025930,NVIE_025930,A0A060HK06,putative 4a-hydroxytetrahydrobiopterin dehydratase
gene2734,NVIE_025940,NVIE_025940,A0A060HP08,conserved protein of unknown function
gene2735,NVIE_025950,NVIE_025950,A0A060HTV4,conserved protein of unknown function
gene2736,NVIE_025960,metH1,A0A060HUY2,putative methionine synthase
gene2737,NVIE_025970,NVIE_025970,A0A060HMZ4,putative DNA/RNA-binding protein Alba
gene2738,NVIE_025980,NVIE_025980,A0A060HK10,conserved membrane protein of unknown function
gene2739,NVIE_025990,NVIE_025990,A0A060HP15,protein of unknown function
gene2740,NVIE_026000,NVIE_026000,A0A060HTW1,exported protein of unknown function
gene2741,NVIE_026010,asnS,A0A060HUY8,asparagine--tRNA ligase
gene2742,NVIE_026020,NVIE_026020,A0A060HN00,protein of unknown function
gene2743,NVIE_026030,NVIE_026030,A0A060HK14,protein of unknown function
gene2744,NVIE_026040,NVIE_026040,A0A060HP21,putative magnesium transporter-C family protein (modular protein)
gene2745,NVIE_026050,NVIE_026050,A0A060HTW9,exported protein of unknown function
gene2746,NVIE_026060,NVIE_026060,A0A060HUZ5,hypothetical protein
gene2747,NVIE_026070,NVIE_026070,A0A060HN07,ADP-ribose pyrophosphatase (modular protein)
gene2748,NVIE_026080,adh5,A0A060HK18,NAD-dependent alcohol dehydrogenase
gene2749,NVIE_026090,arsB,A0A060HP29,putative arsenical pump membrane protein
gene2750,NVIE_026100,NVIE_026100,A0A060HTX4,protein of unknown function
gene2751,NVIE_026110,NVIE_026110,A0A060HV01,hypothetical protein
gene2752,NVIE_026120,NVIE_026120,A0A060HN11,conserved exported protein of unknown function
gene2753,NVIE_026130,NVIE_026130,A0A060HK22,protein of unknown function
gene2754,NVIE_026140,NVIE_026140,A0A060HP35,exported protein of unknown function
gene2755,NVIE_026150,NVIE_026150,A0A060HTY1,protein of unknown function
gene2756,NVIE_026160,NVIE_026160,A0A060HV08,protein of unknown function
gene2757,NVIE_026170,NVIE_026170,A0A060HN17,protein of unknown function
gene2758,NVIE_026180,NVIE_026180,#N/A,fragment of putative amino acid transporter (part 1)
gene2759,NVIE_026200,NVIE_026200,A0A060HK27,conserved protein of unknown function
gene2760,NVIE_026210,NVIE_026210,A0A060HP42,protein of unknown function
gene2761,NVIE_026220,NVIE_026220,A0A060HTY7,protein of unknown function
gene2762,NVIE_026230,NVIE_026230,A0A060HV14,protein of unknown function
gene2763,NVIE_026240,NVIE_026240,A0A060HN23,PHP domain protein
gene2764,NVIE_026250,NVIE_026250,A0A060HK34,Deoxyribonuclease/rho motif related TRAM protein
gene2765,NVIE_026260,NVIE_026260,A0A060HP64,Isochorismatase hydrolase
gene2766,NVIE_026270,NVIE_026270,#N/A,putative integrase family protein
gene2767,NVIE_026280,NVIE_026280,A0A060HV38,exported protein of unknown function
gene2768,NVIE_026290,NVIE_026290,A0A060HN48,Peptidase M50 (modular protein)
gene2769,NVIE_026300,NVIE_026300,A0A060HK63,protein of unknown function DUF2024
gene2770,NVIE_026310,NVIE_026310,A0A060HP78,hypothetical protein
gene2771,NVIE_026320,NVIE_026320,A0A060HU22,protein of unknown function
gene2772,NVIE_026330,NVIE_026330,A0A060HV52,hypothetical protein with adenylate/guanylate cyclase domain
gene2773,NVIE_026340,NVIE_026340,A0A060HN81,"putative signal transduction response regulator, receiver domain"
gene2774,NVIE_026350,NVIE_026350,A0A060HK76,"putative membrane associated signal transduction histidine kinase, with PAS fold, HAMP linker, phosphoacceptor, ATP binding domain"
gene2775,NVIE_026360,NVIE_026360,A0A060HP80,putative amino acid transporter
gene2776,NVIE_026370,NVIE_026370,A0A060HU30,protein of unknown function
gene2777,NVIE_026380,queC2,A0A060HV57,putative 7-cyano-7-deazaguanine synthase
gene2778,NVIE_026390,NVIE_026390,A0A060HN85,putative 6-pyruvoyl tetrahydropterin synthase
gene2779,NVIE_026400,NVIE_026400,A0A060HK79,protein of unknown function
gene2780,NVIE_026410,asn2,A0A060HP84,putative asparagine synthase
gene2781,NVIE_026420,NVIE_026420,A0A060HU34,conserved protein of unknown function
gene2782,NVIE_026430,NVIE_026430,A0A060HV62,putative digeranylgeranylglyceryl phosphate synthase
gene2783,NVIE_026440,NVIE_026440,A0A060HN90,hypothetical protein
gene2784,NVIE_026450,NVIE_026450,A0A060HK83,putative alpha/beta hydrolase fold protein
gene2785,NVIE_026460,NVIE_026460,A0A060HP86,putative methyltransferase
gene2786,NVIE_026470,NVIE_026470,A0A060HU39,protein of unknown function
gene2787,NVIE_026480,pit,A0A060HV66,putative inorganic phosphate transporter
gene2788,NVIE_026490,NVIE_026490,A0A060HN96,putative phosphate transport regulator
gene2789,NVIE_026500,NVIE_026500,A0A060HK91,hypothetical protein
gene2790,NVIE_026510,NVIE_026510,#N/A,putative transposase fragment
gene2791,NVIE_026520,NVIE_026520,A0A060HP90,protein of unknown function
gene2792,NVIE_026530,NVIE_026530,A0A060HU42,exported protein of unknown function
gene2793,NVIE_026540,NVIE_026540,A0A060HV68,protein of unknown function
gene2794,NVIE_026550,NVIE_026550,A0A060HN98,protein of unknown function
gene2795,NVIE_2715,NVIE_2715,A0A060HK96,protein of unknown function
gene2796,NVIE_026560,NVIE_026560,A0A060HP93,exported protein of unknown function
gene2797,NVIE_026570,NVIE_026570,A0A060HU46,protein of unknown function
gene2798,NVIE_026580,NVIE_026580,A0A060HV73,putative type VI secretion system effector hcp1 - like protein
gene2799,NVIE_026590,NVIE_026590,A0A060HNA2,protein of unknown function
gene2800,NVIE_026600,NVIE_026600,A0A060HK99,protein of unknown function
gene2801,NVIE_026610,NVIE_026610,A0A060HP96,conserved exported protein of unknown function
gene2802,NVIE_026620,NVIE_026620,A0A060HU50,protein of unknown function
gene2803,NVIE_026630,NVIE_026630,A0A060HV76,protein of unknown function DUF72
gene2804,NVIE_026640,NVIE_026640,A0A060HNA7,hypothetical protein
gene2805,NVIE_2725,NVIE_2725,A0A060HKA3,protein of unknown function
gene2806,NVIE_026650,NVIE_026650,A0A060HP98,conserved protein of unknown function
gene2807,NVIE_026660,NVIE_026660,A0A060HU54,"putative terminase, large subunit"
gene2808,NVIE_026670,NVIE_026670,A0A060HV81,conserved protein of unknown function
gene2809,NVIE_026680,NVIE_026680,A0A060HNB1,conserved protein of unknown function
gene2810,NVIE_026690,NVIE_026690,A0A060HKA7,putative portal encoding protein
gene2811,NVIE_026700,NVIE_026700,A0A060HPA1,Protein with N-terminal Rel_Spo-like domain
gene2812,NVIE_026710,NVIE_026710,A0A060HU56,conserved protein of unknown function
gene2813,NVIE_026720,NVIE_026720,A0A060HV86,Protease/major capsid protein
gene2814,NVIE_026730,NVIE_026730,A0A060HNB4,conserved protein of unknown function
gene2815,NVIE_026740,NVIE_026740,A0A060HKB1,conserved protein of unknown function
gene2816,NVIE_026750,NVIE_026750,A0A060HPA4,conserved protein of unknown function
gene2817,NVIE_026760,NVIE_026760,A0A060HU59,conserved protein of unknown function
gene2818,NVIE_2738,NVIE_2738,A0A060HV91,conserved protein of unknown function
gene2819,NVIE_2739,NVIE_2739,A0A060HNB9,"putative DNA binding protein, Histone-like transcription factor (CBF/NF-Y)"
gene2820,NVIE_026770,NVIE_026770,A0A060HKB6,conserved protein of unknown function
gene2821,NVIE_026780,NVIE_026780,A0A060HPA8,conserved protein of unknown function
gene2822,NVIE_026790,NVIE_026790,A0A060HU62,putative major tail protein
gene2823,NVIE_026800,NVIE_026800,A0A060HV96,conserved protein of unknown function
gene2824,NVIE_026810,NVIE_026810,A0A060HNC3,conserved protein of unknown function
gene2825,NVIE_026820,NVIE_026820,A0A060HKC0,conserved protein of unknown function
gene2826,NVIE_026830,NVIE_026830,A0A060HPB1,putative tail tape measure protein
gene2827,NVIE_026840,NVIE_026840,A0A060HU65,conserved protein of unknown function
gene2828,NVIE_026850,NVIE_026850,A0A060HV99,putative viral baseplate protein
gene2829,NVIE_026860,NVIE_026860,A0A060HNC8,putative tail fiber protein
gene2830,NVIE_026870,NVIE_026870,A0A060HKC4,conserved protein of unknown function
gene2831,NVIE_026880,NVIE_026880,A0A060HPB2,conserved protein of unknown function
gene2832,NVIE_026890,NVIE_026890,A0A060HU68,conserved protein of unknown function
gene2833,NVIE_026900,NVIE_026900,A0A060HVA3,conserved protein of unknown function
gene2834,NVIE_026910,NVIE_026910,A0A060HND2,conserved protein of unknown function
gene2835,NVIE_026920,NVIE_026920,A0A060HKC7,conserved protein of unknown function
gene2836,NVIE_2756,NVIE_2756,A0A060HPB4,protein of unknown function
gene2837,NVIE_026930,cbiHC,A0A060HU73,precorrin-3B methylase
gene2838,NVIE_026940,NVIE_026940,#N/A,putative metal cation transporter (fragment)
gene2839,NVIE_026950,NVIE_026950,A0A060HVA8,multicopper oxidase type 3
gene2840,NVIE_026960,NVIE_026960,A0A060HND6,protein of unknown function
gene2841,NVIE_026970,NVIE_026970,A0A060HKD1,exported protein of unknown function
gene2842,NVIE_026980,NVIE_026980,A0A060HPB7,exported protein of unknown function
gene2843,NVIE_2763,NVIE_2763,A0A060HU76,exported protein of unknown function
gene2844,NVIE_027000,NVIE_027000,A0A060HVB2,exported protein of unknown function
gene2845,NVIE_027010,NVIE_027010,A0A060HNE0,protein of unknown function
gene2846,NVIE_027020,NVIE_027020,A0A060HKD7,hypothetical protein
gene2847,NVIE_2767,NVIE_2767,A0A060HPC0,membrane protein of unknown function
gene2848,NVIE_027030,NVIE_027030,A0A060HU79,"ABC efflux transporter, ATP-binding protein"
gene2849,NVIE_027040,NVIE_027040,A0A060HVB6,exported protein of unknown function
gene2850,NVIE_027050,NVIE_027050,A0A060HNE5,"ABC efflux transporter, FtsX-domain permease protein"
gene2851,NVIE_027060,NVIE_027060,A0A060HKE0,protein of unknown function
gene2852,NVIE_027070,thrA,A0A060HPC4,aspartate kinase
gene2853,NVIE_027080,pcn,A0A060HU81,DNA polymerase sliding clamp
gene2854,NVIE_027090,NVIE_027090,A0A060HVB9,protein of unknown function
gene2855,NVIE_027100,NVIE_027100,A0A060HNE9,cation diffusion facilitator family transporter
gene2856,NVIE_027110,NVIE_027110,A0A060HKE4,"Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain protein"
gene2857,NVIE_027120,NVIE_027120,A0A060HPC8,"Transcriptional regulator, AsnC family (modular protein)"
gene2858,NVIE_027130,NVIE_027130,A0A060HU87,hypothetical protein
gene2859,NVIE_2779,NVIE_2779,A0A060HVC4,protein of unknown function
gene2860,NVIE_2780,NVIE_2780,A0A060HNF3,exported protein of unknown function
gene2861,NVIE_027140,kdpC,A0A060HKF0,"potassium translocating ATPase, subunit C"
gene2862,NVIE_027150,kdpB,A0A060HPD2,"potassium translocating ATPase, subunit B"
gene2863,NVIE_027160,kdpA,A0A060HU92,"potassium translocating ATPase, subunit A"
gene2864,NVIE_027170,rpoM,A0A060HVC9,putative DNA-directed RNA polymerase subunit M
gene2865,NVIE_027180,rpoL,A0A060HNF8,putative DNA-directed RNA polymerase subunit L
gene2866,NVIE_027190,NVIE_027190,A0A060HKF5,hypothetical protein
gene2867,NVIE_027200,NVIE_027200,A0A060HPD6,protein of unknown function
gene2868,NVIE_027210,NVIE_027210,A0A060HU96,exported protein of unknown function
gene2869,NVIE_027220,NVIE_027220,A0A060HVD4,protein of unknown function
gene2870,NVIE_2790,NVIE_2790,A0A060HNG2,protein of unknown function
gene2871,NVIE_027230,NVIE_027230,A0A060HKF9,putative transcriptional regulator
gene2872,NVIE_027240,NVIE_027240,A0A060HPE0,major facilitator superfamily transporter
gene2873,NVIE_027250,NVIE_027250,A0A060HU99,radical SAM domain protein
gene2874,NVIE_t0320,NVIE_t0320,#N/A,tRNA-Pro
gene2875,NVIE_027260,NVIE_027260,A0A060HVD8,conserved protein of unknown function
gene2876,NVIE_027270,amoA,A0A060HNG6,ammonia monooxygenase subunit A
gene2877,NVIE_027280,amoX,A0A060HKG4,putative ammonia monooxygenase - associated protein
gene2878,NVIE_027290,NVIE_027290,A0A060HPE4,membrane protein of unknown function
gene2879,NVIE_2798,NVIE_2798,A0A060HUA5,hypothetical protein
gene2880,NVIE_027300,NVIE_027300,A0A060HVE3,hypothetical protein
gene2881,NVIE_027310,NVIE_027310,A0A060HNH2,hypothetical protein
gene2882,NVIE_027320,NVIE_027320,A0A060HKG8,hypothetical protein
gene2883,NVIE_027330,NVIE_027330,A0A060HPE7,UDP-glucose/GDP-mannose family dehydrogenase
gene2884,NVIE_027340,NVIE_027340,A0A060HUB0,exported protein of unknown function
gene2885,NVIE_027350,mtnA,A0A060HVE8,Methylthioribose-1-phosphate isomerase
gene2886,NVIE_027360,NVIE_027360,A0A060HNH4,DUF59 domain-containing protein
gene2887,NVIE_027370,NVIE_027370,A0A060HKH3,putative tRNA (guanine-N(7)-)-methyltransferase
gene2888,NVIE_027380,NVIE_027380,A0A060HPF2,conserved protein of unknown function
gene2889,NVIE_027390,NVIE_027390,A0A060HUB5,protein of unknown function
gene2890,NVIE_027400,NVIE_027400,A0A060HVF3,Major facilitator superfamily transporter MFS_1
gene2891,NVIE_027410,NVIE_027410,A0A060HNH9,protein of unknown function
gene2892,NVIE_027420,NVIE_027420,A0A060HKH8,putative NADPH-dependent FMN reductase
gene2893,NVIE_027430,NVIE_027430,A0A060HPF7,"Transcriptional regulator, ArsR family"
gene2894,NVIE_027440,NVIE_027440,A0A060HUB9,Activator of Hsp90 ATPase 1 family protein
gene2895,NVIE_027450,NVIE_027450,A0A060HVF6,zinc finger C2H2 domain-containing protein
gene2896,NVIE_027460,glyS,A0A060HNI3,glycine--tRNA ligase
gene2897,NVIE_027470,NVIE_027470,A0A060HKI3,aminotransferase
gene2898,NVIE_027480,NVIE_027480,A0A060HPG1,hypothetical protein
gene2899,NVIE_027490,NVIE_027490,A0A060HUC3,hypothetical protein
gene2900,NVIE_027500,NVIE_027500,A0A060HVF9,putative NADPH-dependent F420 reductase
gene2901,NVIE_027510,gpmB,A0A060HNI8,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase"
gene2902,NVIE_027520,NVIE_027520,A0A060HKI7,"putative heme/copper-type cytochrome/quinol oxidase, subunit"
gene2903,NVIE_027530,coxB,A0A060HPG5,putative heme-copper oxidase subunit II
gene2904,NVIE_027540,coxA1,A0A060HUC8,heme-copper oxidase subunit I
gene2905,NVIE_027550,NVIE_027550,A0A060HVG4,putative blue (Type 1) copper domain protein
gene2906,NVIE_027560,ctaA,A0A060HNJ3,putative cytochrome oxidase assembly protein
gene2907,NVIE_027570,NVIE_027570,A0A060HKJ2,hypothetical protein
gene2908,NVIE_027580,NVIE_027580,A0A060HPH1,malonic semialdehyde reductase
gene2909,NVIE_027600,NVIE_027600,A0A060HUD3,putative polyketide cyclase/dehydrase
gene2910,NVIE_t0330,NVIE_t0330,#N/A,tRNA-Lys
gene2911,NVIE_027610,NVIE_027610,A0A060HVG9,"putative transcriptional regulator, TetR family"
gene2912,NVIE_027620,NVIE_027620,A0A060HNJ8,protein of unknown function
gene2913,NVIE_027630,NVIE_027630,A0A060HKJ6,conserved membrane protein of unknown function
gene2914,NVIE_027640,NVIE_027640,A0A060HPH5,conserved protein of unknown function
gene2915,NVIE_027650,NVIE_027650,A0A060HUD7,putative methyltransferase type 11
